"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","direction","comparison"
"CXCL11",21.0251941109677,-2.96132406541209,0.420010283892565,-7.05059894716666,1.78149278192708e-12,1.52921041700257e-10,"Down","COVID19_vs_OtherVirus"
"SNORA46",9.73506742490147,1.80801368630264,0.25649082917193,7.04903833068705,1.80158523362095e-12,1.53818769197819e-10,"Up","COVID19_vs_OtherVirus"
"ZNF792",38.2977777563507,-2.40657972478192,0.34159132053395,-7.04520161993616,1.8519315300925e-12,1.57276270263068e-10,"Down","COVID19_vs_OtherVirus"
"CXCL10",59.3182124246492,-2.49650972379062,0.354946708105372,-7.03347760884006,2.01448316098021e-12,1.70175863218042e-10,"Down","COVID19_vs_OtherVirus"
"CYP2F1",30.6696559831323,1.58379745580193,0.225434959219887,7.02551840798176,2.13272890374334e-12,1.79216577248243e-10,"Up","COVID19_vs_OtherVirus"
"RNU2_2P",1769.24601685698,1.81283093056907,0.258757414321052,7.00590912660692,2.45387153764145e-12,2.05123104554887e-10,"Up","COVID19_vs_OtherVirus"
"APOBR",111.977953594089,-1.64096137267442,0.234424956485676,-6.99994316848549,2.56066357431402e-12,2.12935180351551e-10,"Down","COVID19_vs_OtherVirus"
"PRSS23",92.850021980366,1.38797762916664,0.198358161786854,6.99733056942772,2.60885253342949e-12,2.15818339630753e-10,"Up","COVID19_vs_OtherVirus"
"RNU12",283.014230843068,1.51699664650908,0.21691877531323,6.99338563164274,2.68330616616357e-12,2.19700852558808e-10,"Up","COVID19_vs_OtherVirus"
"TMEM117",7.48561323603678,2.18420896498504,0.312318085571266,6.9935398105104,2.68035757488696e-12,2.19700852558808e-10,"Up","COVID19_vs_OtherVirus"
"SNORA5C",8.10100997652929,1.86884872437837,0.267272816532407,6.99228881045511,2.7043743100456e-12,2.20296123643817e-10,"Up","COVID19_vs_OtherVirus"
"MUC3A",21.4213932512122,-1.94447330225791,0.278228045781723,-6.98877532922544,2.77296058380054e-12,2.24736490766292e-10,"Down","COVID19_vs_OtherVirus"
"RNVU1_8",1088.83118809982,2.09942634446946,0.300535493544123,6.98561863596066,2.83603491088647e-12,2.28687542359663e-10,"Up","COVID19_vs_OtherVirus"
"SNORD83B",9.28510537572284,1.95443761134181,0.27986083283252,6.98360535685042,2.87699508593057e-12,2.30824640914409e-10,"Up","COVID19_vs_OtherVirus"
"PXK",46.2552486196074,-1.95774975133901,0.280572874383277,-6.97768718961985,3.00078860789262e-12,2.39552954568068e-10,"Down","COVID19_vs_OtherVirus"
"IFIT2",330.201864296969,-1.75807083031338,0.252121946971183,-6.97309715173002,3.10038360260505e-12,2.46272261687524e-10,"Down","COVID19_vs_OtherVirus"
"SH2D3C",24.3898400237853,-2.36753670244418,0.339683414673784,-6.96983308625137,3.17317235473524e-12,2.50806286216351e-10,"Down","COVID19_vs_OtherVirus"
"LINC00837",42.2992964783754,-3.31607071634346,0.475872342276682,-6.9684039641359,3.20556682225776e-12,2.52118620119051e-10,"Down","COVID19_vs_OtherVirus"
"CRADD",16.080068762047,-2.23067433298048,0.320422508653403,-6.96166552828962,3.36273131328228e-12,2.61899356818853e-10,"Down","COVID19_vs_OtherVirus"
"MIRLET7D",7.91774829911988,2.88871029350422,0.414913776867799,6.96219420649565,3.35013226549756e-12,2.61899356818853e-10,"Up","COVID19_vs_OtherVirus"
"NDRG3",36.3804330177568,-2.19198911276789,0.314992703035948,-6.95885679776442,3.43044986975434e-12,2.65876517575232e-10,"Down","COVID19_vs_OtherVirus"
"HMX3",20.1502966710795,-3.30932191799103,0.475854035897736,-6.95448954582835,3.53840876793729e-12,2.72919006709598e-10,"Down","COVID19_vs_OtherVirus"
"OAT",18.9243673286953,1.45418743319618,0.209244668339822,6.94969886083079,3.66066774112298e-12,2.80991447859469e-10,"Up","COVID19_vs_OtherVirus"
"FANCG",17.0778915238766,-3.0573996187763,0.441018458522161,-6.93258878329389,4.13208048748629e-12,3.15659316091895e-10,"Down","COVID19_vs_OtherVirus"
"SNORA73A",73.6566493216015,1.46503839055669,0.211445506334789,6.92868066080842,4.24783456805693e-12,3.22956793874271e-10,"Up","COVID19_vs_OtherVirus"
