"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CCBL1",3.0523832053315,-1.37123815152507,0.398916033046952,-3.43741047721609,0.000587304826169998,0.00656438994279152
"CCBL2",5.48490467944707,1.2622482218434,0.43949673850193,2.87203091915062,0.00407843061554349,0.0273902499021565
"CCDC138",13.8334813935669,1.13444488788912,0.371384354913459,3.05463833594573,0.00225332068944894,0.0178712428527608
"CCDC144A",7.47149794881651,2.70081391472082,0.858481569446663,3.1460359905707,0.00165499638570951,0.0143634960862909
"CCDC146",209.590641611158,1.43003482717162,0.341799262647804,4.18384409636702,2.8662071208796e-05,0.000639806120221455
"CCDC148",38.8012337217131,1.04317275305019,0.343812987256168,3.03412841200483,0.00241231726105904,0.0188928631136396
"CCDC173",73.1303688782625,1.08855506286998,0.383412899967994,2.83911955742972,0.00452382036507604,0.0293269890194096
"CCDC18",8.38353564268628,1.15288875298096,0.41293356690352,2.7919472897933,0.0052391890002463,0.0326494741042828
"CCDC181",43.028088917046,1.53231916446607,0.360931063514394,4.2454621376887,2.18143344072027e-05,0.000510240216448294
"CCDC186",69.5355882141567,1.25699079691396,0.236088444318437,5.32423685768593,1.01377739846973e-07,6.52822581533101e-06
"CCDC30",39.6661953791798,1.38935973290989,0.337609540980166,4.11528574955623,3.86700048737898e-05,0.000821042382991943
"CCDC39",69.3558147780465,1.49129157980829,0.387817647333179,3.84534223768084,0.00012038429817924,0.00196431021679745
"CCDC50",57.8590060630096,-1.4016205355681,0.248822645491809,-5.63301034275935,1.77090833211985e-08,1.50604204244627e-06
"CCDC64B",100.436383901057,-1.05869815546399,0.249481539373965,-4.24359316573333,2.19968987569146e-05,0.000512224091331663
"CCDC66",52.2281040761658,1.42769652579705,0.302104708454048,4.72583341419261,2.29173470589196e-06,8.30117237911976e-05
"CCDC91",21.2121888117603,1.12603073991664,0.27468520904578,4.09934973866385,4.1431255511301e-05,0.000864421714987784
"CCER2",2.52304301820268,-1.9413573083719,0.476522585727585,-4.07400901136242,4.62106922207892e-05,0.000935452667362108
"CCHE1",44.0257051170884,-4.00892990954484,0.480642171148374,-8.34077854626552,7.38029963667449e-17,5.49937755784202e-14
"CCL2",5.9416336770119,4.04564831942727,1.07354765309778,3.76848508564415,0.000164241296446929,0.00249519204543839
"CCL20",2.08721960710802,2.7907491307531,0.914171449155488,3.05276338845541,0.00226744646697669,0.0179650644634184
"CCNB1IP1",4.92115346300357,-2.183830674169,0.372740000612235,-5.85885783812308,4.66061446407401e-09,4.76662059698236e-07
"CCNH",10.2500283146474,1.03163652047869,0.389820297245335,2.64644126477956,0.00813436299572802,0.0445369181795493
"CCNL1",68.4214665242194,1.807744219404,0.406582935617218,4.44618812311866,8.7407411173875e-06,0.000238700029676928
